x,y,worn,timestamp_unix_seconds
411.8206787109375,536.498779296875,False,1718200980.8937232
426.4771728515625,538.6468505859375,False,1718200980.921801
426.12225341796875,545.6610107421875,False,1718200980.9537344
424.9862060546875,543.0816650390625,False,1718200980.9937344
422.50506591796875,546.486083984375,False,1718200981.0337455
410.6532287597656,544.3676147460938,False,1718200981.0497344
401.49090576171875,548.2220458984375,False,1718200981.0897565
401.3802795410156,541.63623046875,False,1718200981.1137345
413.6418151855469,538.724853515625,False,1718200981.1537232
418.4400634765625,540.6500244140625,False,1718200981.1897345
417.91156005859375,539.1554565429688,False,1718200981.2217677
409.1936950683594,530.4776000976562,False,1718200981.2497232
416.10369873046875,535.074462890625,False,1718200981.3017566
409.2828063964844,537.473876953125,False,1718200981.3217123
410.411376953125,542.4187622070312,False,1718200981.36179
422.2782287597656,546.94921875,False,1718200981.3977232
419.8741149902344,550.12890625,False,1718200981.4137344
400.9090576171875,541.6295166015625,False,1718200981.4537232
407.4036560058594,540.851806640625,False,1718200981.4897232
421.56170654296875,548.6176147460938,False,1718200981.5257344
412.402099609375,547.2955932617188,False,1718200981.5497231
410.17010498046875,543.6173706054688,False,1718200981.5857344
416.5870056152344,542.052490234375,False,1718200981.61779
417.5403137207031,541.4650268554688,False,1718200981.6537344
408.6975402832031,538.7413330078125,False,1718200981.6937232
422.1051940917969,539.2948608398438,False,1718200981.72579
426.0669860839844,541.923828125,False,1718200981.7535667
414.3250427246094,544.6329345703125,False,1718200981.797567
424.17218017578125,546.5208129882812,False,1718200981.825578
425.5396423339844,549.24658203125,False,1718200981.853567
420.38323974609375,550.3252563476562,False,1718200981.889567
425.80328369140625,548.716064453125,False,1718200981.9255114
421.1911315917969,549.195068359375,False,1718200981.9535892
431.2933349609375,543.487060546875,False,1718200981.989578
428.0052185058594,544.0097045898438,False,1718200982.0255668
426.3534851074219,541.3917846679688,False,1718200982.0536559
429.48919677734375,543.5437622070312,False,1718200982.0856001
416.6658935546875,543.1366577148438,False,1718200982.1175668
428.4383544921875,549.661865234375,False,1718200982.153678
415.10723876953125,554.705810546875,False,1718200982.185567
417.6305847167969,543.05908203125,False,1718200982.2135892
424.0590515136719,540.3515014648438,False,1718200982.2496336
424.0267639160156,535.5225830078125,False,1718200982.2815669
418.2884216308594,540.2359619140625,False,1718200982.321578
414.8965148925781,542.8330688476562,False,1718200982.3615668
415.62640380859375,539.1921997070312,False,1718200982.369578
414.5978698730469,546.39404296875,False,1718200982.4255557
420.2392883300781,542.5034790039062,False,1718200982.461578
420.7584228515625,547.0991821289062,False,1718200982.481567
420.3830261230469,540.2738037109375,False,1718200982.521578
417.4310302734375,540.052490234375,False,1718200982.549578
439.6669921875,538.077880859375,False,1718200982.589567
429.2470397949219,540.02734375,False,1718200982.6215892
428.4423522949219,539.1708374023438,False,1718200982.6335557
404.3741455078125,534.8656616210938,False,1718200982.6855779
415.39813232421875,540.2095947265625,False,1718200982.7215447
417.9203186035156,539.8887939453125,False,1718200982.745578
398.1971130371094,542.1419677734375,False,1718200982.7855668
417.7869567871094,540.90869140625,False,1718200982.8215668
411.23748779296875,542.29345703125,False,1718200982.849567
426.35894775390625,539.5441284179688,False,1718200982.8815668
415.2549133300781,543.9826049804688,False,1718200982.925589
429.3551330566406,547.2518310546875,False,1718200982.9536114
421.4076232910156,546.3580932617188,False,1718200982.985578
414.82904052734375,546.1976928710938,False,1718200983.0295668
417.4610290527344,543.841552734375,False,1718200983.057567
418.59039306640625,544.3865966796875,False,1718200983.085667
412.4319152832031,543.9056396484375,False,1718200983.1255558
408.7997741699219,540.7678833007812,False,1718200983.1575558
410.88897705078125,542.2091064453125,False,1718200983.1895669
413.2372131347656,544.1600952148438,False,1718200983.221578
427.37738037109375,543.6981811523438,False,1718200983.257578
428.1131896972656,540.4306640625,False,1718200983.2895668
423.8136901855469,539.1600952148438,False,1718200983.3255558
440.3101806640625,545.69140625,False,1718200983.357578
421.0982360839844,544.4083862304688,False,1718200983.3855557
429.5411376953125,541.917724609375,False,1718200983.4255779
418.7685546875,537.5303955078125,False,1718200983.449589
421.6080322265625,542.3156127929688,False,1718200983.4855556
416.083740234375,542.462646484375,False,1718200983.5296001
412.27423095703125,537.1336669921875,False,1718200983.557567
420.0625305175781,536.9898071289062,False,1718200983.5855668
425.7616271972656,544.308349609375,False,1718200983.629589
411.0666198730469,541.81591796875,False,1718200983.6496003
412.4298095703125,547.4821166992188,False,1718200983.6855779
406.376220703125,542.9751586914062,False,1718200983.721578
423.0362854003906,544.4081420898438,False,1718200983.749589
428.717529296875,537.169677734375,False,1718200983.7815669
418.4563293457031,542.3757934570312,False,1718200983.821578
423.6204833984375,545.0956420898438,False,1718200983.8535779
416.36859130859375,545.3536987304688,False,1718200983.877578
414.7685241699219,545.92236328125,False,1718200983.9255779
404.1976623535156,545.28271484375,False,1718200983.9535558
414.4798583984375,550.4971923828125,False,1718200983.9816334
429.22760009765625,543.26123046875,False,1718200984.017589
409.2994689941406,542.0175170898438,False,1718200984.053567
406.9776916503906,543.8540649414062,False,1718200984.0815668
411.4701843261719,542.7835693359375,False,1718200984.121578
418.67694091796875,535.6369018554688,False,1718200984.1576114
420.7170715332031,542.683349609375,False,1718200984.1855779
411.4559020996094,541.6732177734375,False,1718200984.221567
430.06195068359375,536.2449340820312,False,1718200984.253578
423.981201171875,536.959228515625,False,1718200984.277567
429.2771911621094,536.6289672851562,False,1718200984.317578
410.849609375,539.2161254882812,False,1718200984.3535779
424.1888122558594,544.495849609375,False,1718200984.3856
409.5686340332031,542.3963012695312,False,1718200984.421578
419.6468200683594,545.3639526367188,False,1718200984.461589
423.9428405761719,547.673095703125,False,1718200984.4976556
416.0823669433594,542.9370727539062,False,1718200984.5255558
411.18218994140625,545.11181640625,False,1718200984.557578
417.5308532714844,544.4118041992188,False,1718200984.581589
423.8044128417969,541.7688598632812,False,1718200984.6176002
422.6759033203125,548.2731323242188,False,1718200984.6496003
413.7580261230469,539.019287109375,False,1718200984.677578
425.39801025390625,544.604736328125,False,1718200984.721578
418.0278015136719,541.864013671875,False,1718200984.756962
429.1474304199219,543.37890625,False,1718200984.8009844
425.3330993652344,548.0866088867188,False,1718200984.8209844
426.0005187988281,550.0909423828125,False,1718200984.848951
420.272216796875,542.573486328125,False,1718200984.880951
414.40020751953125,545.3472290039062,False,1718200984.9169621
409.72735595703125,546.01171875,False,1718200984.9609954
397.13873291015625,539.8016967773438,False,1718200984.9969842
386.68389892578125,540.8305053710938,False,1718200985.0529733
399.6640625,539.7849731445312,False,1718200985.088962
414.7289733886719,540.7008666992188,False,1718200985.1209733
429.58929443359375,539.1621704101562,False,1718200985.16094
424.90643310546875,539.2813720703125,False,1718200985.1969843
423.3553161621094,543.3515625,False,1718200985.2289844
411.2889099121094,543.5629272460938,False,1718200985.2569733
422.5523376464844,544.8062744140625,False,1718200985.2929955
421.8056335449219,541.7595825195312,False,1718200985.3209844
